DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,GRADE,AMERICAN INDIAN OR ALASKAN NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK (NOT HISPANIC),HISPANIC,WHITE (NOT HISPANIC),TOTAL,TOTAL Minority,% Minority
0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,HALF DAY K,3,8,27,23,40,101,61,60%
0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,1ST,2,13,31,42,37,125,88,70%
0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,2ND,1,9,24,35,35,104,69,66%
0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,3RD,3,12,27,19,35,96,61,64%
0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,4TH,2,8,36,35,32,113,81,72%
0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,5TH,3,8,31,33,44,119,75,63%
0180,ADAMS-ARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,SCHOOL TOTAL,14,64,195,205,242,720,478,66%
0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,PK,0,2,6,46,2,56,54,96%
0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,KINDERGARTEN,1,5,35,69,8,118,110,93%
0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,1ST,0,3,26,62,6,97,91,94%
0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,2ND,0,7,23,69,7,106,99,93%
0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,3RD,0,3,21,72,13,109,96,88%
0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,4TH,1,3,16,61,8,89,81,91%
0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,5TH,0,1,22,55,10,88,78,89%
0180,ADAMS-ARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,SCHOOL TOTAL,2,24,149,434,54,663,609,92%
0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,6TH,0,7,55,161,8,231,223,97%
0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,7TH,1,3,40,124,19,187,168,90%
0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,8TH,1,10,61,136,21,229,208,91%
0180,ADAMS-ARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,SCHOOL TOTAL,2,20,156,421,48,647,599,93%
0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,9TH,2,4,13,17,25,61,36,59%
0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,10TH,1,2,12,31,26,72,46,64%
0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,11TH,1,2,9,11,36,59,23,39%
0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,12TH,2,4,17,19,32,74,42,57%
0180,ADAMS-ARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,SCHOOL TOTAL,6,12,51,78,119,266,147,55%
0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL,KINDERGARTEN,1,4,37,68,19,129,110,85%
0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL,1ST,0,3,48,57,18,126,108,86%
0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL,2ND,0,4,32,47,11,94,83,88%
0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL,3RD,2,6,27,50,13,98,85,87%
0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL,4TH,0,5,37,49,18,109,91,83%
0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL,5TH,4,4,23,42,14,87,73,84%
0180,ADAMS-ARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL,SCHOOL TOTAL,7,26,204,313,93,643,550,86%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,HALF DAY K,0,1,8,32,17,58,41,71%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,1ST,2,1,13,33,11,60,49,82%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,2ND,0,1,10,35,15,61,46,75%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,3RD,0,1,15,25,20,61,41,67%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,4TH,1,2,7,36,13,59,46,78%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,5TH,0,5,9,25,21,60,39,65%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,6TH,1,2,8,30,15,56,41,73%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,7TH,0,2,10,23,10,45,35,78%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,8TH,0,0,8,23,8,39,31,79%
0180,ADAMS-ARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,SCHOOL TOTAL,4,15,88,262,130,499,369,74%
0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,HALF DAY K,1,7,21,22,20,71,51,72%
0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,1ST,1,7,18,34,28,88,60,68%
0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,2ND,1,9,23,31,31,95,64,67%
0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,3RD,0,2,20,35,33,90,57,63%
0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,4TH,0,4,29,31,28,92,64,70%
0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,5TH,0,5,31,24,28,88,60,68%
0180,ADAMS-ARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,SCHOOL TOTAL,3,34,142,177,168,524,356,68%
0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,PK,1,2,7,50,3,63,60,95%
0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,KINDERGARTEN,0,1,16,63,12,92,80,87%
0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,1ST,0,0,17,50,8,75,67,89%
0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,2ND,1,1,12,70,6,90,84,93%
0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,3RD,0,1,9,48,4,62,58,94%
0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,4TH,0,2,13,62,4,81,77,95%
0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,5TH,1,2,16,61,7,87,80,92%
0180,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,SCHOOL TOTAL,3,9,90,404,44,550,506,92%
0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,KINDERGARTEN,1,2,11,46,9,69,60,87%
0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,1ST,1,4,17,57,10,89,79,89%
0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,2ND,1,0,13,55,9,78,69,88%
0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,3RD,3,2,13,47,7,72,65,90%
0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,4TH,0,2,10,50,7,69,62,90%
0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,5TH,3,2,14,57,5,81,76,94%
0180,ADAMS-ARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,SCHOOL TOTAL,9,12,78,312,47,458,411,90%
0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,6TH,2,7,24,169,18,220,202,92%
0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,7TH,4,11,26,178,13,232,219,94%
0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,8TH,3,11,38,231,19,302,283,94%
0180,ADAMS-ARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,SCHOOL TOTAL,9,29,88,578,50,754,704,93%
0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,KINDERGARTEN,0,3,17,80,12,112,100,89%
0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,1ST,0,2,21,79,14,116,102,88%
0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,2ND,0,4,21,61,12,98,86,88%
0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,3RD,1,2,20,60,12,95,83,87%
0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,4TH,0,8,22,69,11,110,99,90%
0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,5TH,0,2,20,57,6,85,79,93%
0180,ADAMS-ARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,SCHOOL TOTAL,1,21,121,406,67,616,549,89%
0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,PK,0,2,11,15,3,31,28,90%
0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,KINDERGARTEN,1,2,14,50,20,87,67,77%
0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,1ST,2,4,19,40,18,83,65,78%
0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,2ND,0,0,18,43,20,81,61,75%
0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,3RD,1,2,21,39,18,81,63,78%
0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,4TH,2,5,13,37,21,78,57,73%
0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,5TH,1,2,21,42,20,86,66,77%
0180,ADAMS-ARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,SCHOOL TOTAL,7,17,117,266,120,527,407,77%
0180,ADAMS-ARAPAHOE 28J,,DISTRICT TOTAL,,315,1731,7459,18792,8670,36967,28297,77%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,PK,0,0,0,2,36,38,2,5%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,KINDERGARTEN,0,1,0,5,20,26,6,23%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,1ST,0,0,0,3,31,34,3,9%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,2ND,0,0,0,5,24,29,5,17%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,3RD,0,2,0,4,32,38,6,16%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,4TH,0,0,0,1,22,23,1,4%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,5TH,1,0,0,1,36,38,2,5%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,6TH,0,0,0,4,26,30,4,13%
0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,SCHOOL TOTAL,1,3,0,25,227,256,29,11%
0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,7TH,0,1,0,3,44,48,4,8%
0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,8TH,0,0,1,8,34,43,9,21%
0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,9TH,0,0,1,2,32,35,3,9%
0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,10TH,0,0,2,2,30,34,4,12%
0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,11TH,0,0,0,2,30,32,2,6%
0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,12TH,0,1,4,3,24,32,8,25%
0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,SCHOOL TOTAL,0,2,8,20,194,224,30,13%
0190,BYERS 32J,,DISTRICT TOTAL,,1,5,8,45,421,480,59,12%
0220,ARCHULETA COUNTY 50 JT,0064,ARCHULETA COUNTY HIGH SCHOOL,10TH,0,0,0,1,0,1,1,100%
0220,ARCHULETA COUNTY 50 JT,0064,ARCHULETA COUNTY HIGH SCHOOL,11TH,0,0,0,6,2,8,6,75%
0220,ARCHULETA COUNTY 50 JT,0064,ARCHULETA COUNTY HIGH SCHOOL,12TH,1,0,0,8,16,25,9,36%
0220,ARCHULETA COUNTY 50 JT,0064,ARCHULETA COUNTY HIGH SCHOOL,SCHOOL TOTAL,1,0,0,15,18,34,16,47%
0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,HALF DAY K,1,0,1,7,33,42,9,21%
0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,KINDERGARTEN,2,0,2,21,41,66,25,38%
0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,1ST,2,2,0,40,73,117,44,38%
0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,2ND,4,3,0,43,53,103,50,49%
0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,3RD,2,0,1,28,77,108,31,29%
0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,4TH,2,2,0,44,69,117,48,41%
0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,SCHOOL TOTAL,13,7,4,183,346,553,207,37%
0220,ARCHULETA COUNTY 50 JT,6656,PAGOSA SPRINGS INTERMEDIATE SCHOOL,5TH,1,4,0,29,75,109,34,31%
0220,ARCHULETA COUNTY 50 JT,6656,PAGOSA SPRINGS INTERMEDIATE SCHOOL,6TH,0,2,1,23,77,103,26,25%
0220,ARCHULETA COUNTY 50 JT,6656,PAGOSA SPRINGS INTERMEDIATE SCHOOL,SCHOOL TOTAL,1,6,1,52,152,212,60,28%
0220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS JUNIOR HIGH SCHOOL,7TH,2,0,5,33,90,130,40,31%
0220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS JUNIOR HIGH SCHOOL,8TH,4,2,1,24,90,121,31,26%
0220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS JUNIOR HIGH SCHOOL,SCHOOL TOTAL,6,2,6,57,180,251,71,28%
0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,9TH,1,0,4,21,104,130,26,20%
0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,10TH,1,2,3,23,95,124,29,23%
0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,11TH,2,0,0,25,86,113,27,24%
0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,12TH,0,2,0,15,83,100,17,17%
0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,SCHOOL TOTAL,4,4,7,84,368,467,99,21%
0220,ARCHULETA COUNTY 50 JT,,DISTRICT TOTAL,,25,19,18,391,1064,1517,453,30%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,PK,1,0,0,5,12,18,6,33%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,1,6,7,1,14%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,1ST,0,0,0,2,6,8,2,25%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,2ND,0,0,0,1,11,12,1,8%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,3RD,0,0,0,3,11,14,3,21%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,4TH,0,0,0,2,6,8,2,25%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,5TH,0,0,0,3,5,8,3,38%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,6TH,0,0,0,3,11,14,3,21%
0230,WALSH RE-1,9222,WALSH ELEMENTARY SCHOOL,SCHOOL TOTAL,1,0,0,20,68,89,21,24%
0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,7TH,0,0,0,1,12,13,1,8%
0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,8TH,0,0,1,3,13,17,4,24%
0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,9TH,0,0,1,1,11,13,2,15%
0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,10TH,0,0,0,0,13,13,0,0%
0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,11TH,0,0,0,1,9,10,1,10%
0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,12TH,1,0,0,2,9,12,3,25%
0230,WALSH RE-1,9226,WALSH HIGH SCHOOL,SCHOOL TOTAL,1,0,2,8,67,78,11,14%
0230,WALSH RE-1,,DISTRICT TOTAL,,2,0,2,28,135,167,32,19%
0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,PK,0,0,0,1,7,8,1,13%
0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,1,4,5,1,20%
0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,1ST,0,0,0,0,5,5,0,0%
0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,2ND,0,0,0,0,7,7,0,0%
0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,3RD,0,0,0,1,2,3,1,33%
0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,4TH,0,0,0,0,5,5,0,0%
0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,5TH,0,0,0,0,6,6,0,0%
0240,PRITCHETT RE-3,7174,PRITCHETT ELEMENTARY SCHOOL,SCHOOL TOTAL,0,0,0,3,36,39,3,8%
0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL,6TH,0,0,0,1,5,6,1,17%
0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL,7TH,0,0,0,0,5,5,0,0%
0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL,8TH,0,0,0,0,3,3,0,0%
0240,PRITCHETT RE-3,7176,PRITCHETT MIDDLE SCHOOL,SCHOOL TOTAL,0,0,0,1,13,14,1,7%
0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,9TH,0,0,0,0,4,4,0,0%
0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,10TH,0,0,0,2,7,9,2,22%
0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,11TH,0,0,0,0,3,3,0,0%
0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,12TH,0,0,0,0,3,3,0,0%
0240,PRITCHETT RE-3,7180,PRITCHETT HIGH SCHOOL,SCHOOL TOTAL,0,0,0,2,17,19,2,11%
0240,PRITCHETT RE-3,,DISTRICT TOTAL,,0,0,0,6,66,72,6,8%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,PK,0,0,0,4,29,33,4,12%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,KINDERGARTEN,1,1,1,1,15,19,4,21%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,1ST,0,0,0,3,12,15,3,20%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,2ND,0,0,0,3,12,15,3,20%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,3RD,0,0,0,1,16,17,1,6%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,4TH,0,1,0,0,17,18,1,6%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,5TH,0,0,0,1,11,12,1,8%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,6TH,0,0,1,2,23,26,3,12%
0250,SPRINGFIELD RE-4,8160,SPRINGFIELD ELEMENTARY SCHOOL,SCHOOL TOTAL,1,2,2,15,135,155,20,13%
0250,SPRINGFIELD RE-4,8164,SPRINGFIELD JUNIOR HIGH SCHOOL,7TH,0,0,1,1,21,23,2,9%
0250,SPRINGFIELD RE-4,8164,SPRINGFIELD JUNIOR HIGH SCHOOL,8TH,0,0,0,5,21,26,5,19%
0250,SPRINGFIELD RE-4,8164,SPRINGFIELD JUNIOR HIGH SCHOOL,SCHOOL TOTAL,0,0,1,6,42,49,7,14%
0250,SPRINGFIELD RE-4,8168,SPRINGFIELD HIGH SCHOOL,9TH,0,1,1,2,20,24,4,17%
0250,SPRINGFIELD RE-4,8168,SPRINGFIELD HIGH SCHOOL,10TH,0,0,0,4,18,22,4,18%
0250,SPRINGFIELD RE-4,8168,SPRINGFIELD HIGH SCHOOL,11TH,0,0,1,0,19,20,1,5%
0250,SPRINGFIELD RE-4,8168,SPRINGFIELD HIGH SCHOOL,12TH,1,0,0,2,27,30,3,10%
0250,SPRINGFIELD RE-4,8168,SPRINGFIELD HIGH SCHOOL,SCHOOL TOTAL,1,1,2,8,84,96,12,13%
0250,SPRINGFIELD RE-4,,DISTRICT TOTAL,,2,3,5,29,261,300,39,13%
0260,VILAS RE-5,1781,COLORADO ONLINE ACADEMY (COLA),11TH,0,0,0,0,1,1,0,0%
0260,VILAS RE-5,1781,COLORADO ONLINE ACADEMY (COLA),SCHOOL TOTAL,0,0,0,0,1,1,0,0%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,KINDERGARTEN,0,0,0,0,1,1,0,0%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,1ST,0,0,0,0,5,5,0,0%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,2ND,0,0,0,2,3,5,2,40%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,3RD,0,0,0,2,5,7,2,29%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,4TH,0,0,0,0,3,3,0,0%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,5TH,1,0,0,2,3,6,3,50%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,6TH,0,0,0,2,10,12,2,17%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,7TH,0,0,0,5,10,15,5,33%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,8TH,0,0,1,7,17,25,8,32%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,9TH,3,1,2,18,23,47,24,51%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,10TH,0,0,4,18,44,66,22,33%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,11TH,1,2,4,21,55,83,28,34%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,12TH,3,0,1,16,49,69,20,29%
0260,VILAS RE-5,9085,V.I.L.A.S. ONLINE SCHOOL,SCHOOL TOTAL,8,3,12,93,228,344,116,34%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,PK,0,0,0,1,0,1,1,100%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,3,1,4,3,75%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,1ST,0,0,0,1,4,5,1,20%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,2ND,0,0,0,1,3,4,1,25%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,3RD,0,0,0,2,1,3,2,67%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,4TH,0,0,0,3,2,5,3,60%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,5TH,0,0,0,0,4,4,0,0%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,6TH,0,0,0,0,3,3,0,0%
0260,VILAS RE-5,9090,VILAS ELEMENTARY SCHOOL,SCHOOL TOTAL,0,0,0,11,18,29,11,38%
0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,7TH,0,0,0,4,6,10,4,40%
0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,8TH,0,0,1,2,2,5,3,60%
0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,9TH,0,0,0,1,2,3,1,33%
0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,10TH,0,0,0,2,5,7,2,29%
0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,11TH,0,0,0,1,4,5,1,20%
0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,12TH,0,0,0,5,6,11,5,45%
0260,VILAS RE-5,9100,VILAS UNDIVIDED HIGH SCHOOL,SCHOOL TOTAL,0,0,1,15,25,41,16,39%
0260,VILAS RE-5,,DISTRICT TOTAL,,8,3,13,119,272,415,143,34%
0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,PK,0,0,0,1,4,5,1,20%
0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,0,3,3,0,0%
0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,1ST,0,0,0,0,3,3,0,0%
0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,2ND,0,0,0,0,2,2,0,0%
0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,3RD,0,0,0,2,0,2,2,100%
0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,4TH,0,0,0,0,5,5,0,0%
0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,5TH,0,0,0,0,2,2,0,0%
