DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,GRADE,AMERICAN INDIAN OR ALASKAN NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK (NOT HISPANIC),HISPANIC,WHITE (NOT HISPANIC),TOTAL,TOTAL Minority,% Minority
1420,JEFFERSON COUNTY R-1,4422,JEFFERSON HIGH SCHOOL,SCHOOL TOTAL,16,4,26,441,112,599,487,81%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,HALF DAY K,0,7,1,5,23,36,13,36%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,KINDERGARTEN,0,2,1,7,32,42,10,24%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,1ST,0,4,4,9,40,57,17,30%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,2ND,0,5,1,21,38,65,27,42%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,3RD,2,4,2,12,47,67,20,30%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,4TH,0,3,0,10,30,43,13,30%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,5TH,1,4,2,12,35,54,19,35%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,6TH,0,4,1,12,35,52,17,33%
1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,SCHOOL TOTAL,3,33,12,88,280,416,136,33%
1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,7TH,8,13,2,36,242,301,59,20%
1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,8TH,7,12,9,24,241,293,52,18%
1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,SCHOOL TOTAL,15,25,11,60,483,594,111,19%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,PK,1,2,1,9,62,75,13,17%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,HALF DAY K,0,0,0,6,39,45,6,13%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,KINDERGARTEN,0,0,0,2,23,25,2,8%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,1ST,1,1,3,16,54,75,21,28%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,2ND,1,0,0,11,53,65,12,18%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,3RD,2,3,2,17,41,65,24,37%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,4TH,1,0,0,12,52,65,13,20%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,5TH,1,0,2,20,54,77,23,30%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,6TH,4,1,0,11,52,68,16,24%
1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,SCHOOL TOTAL,11,7,8,104,430,560,130,23%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,PK,0,0,0,5,28,33,5,15%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,KINDERGARTEN,1,1,0,15,46,63,17,27%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,1ST,0,3,1,9,37,50,13,26%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,2ND,0,0,3,10,35,48,13,27%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,3RD,0,2,2,14,52,70,18,26%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,4TH,1,2,0,15,44,62,18,29%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,5TH,0,1,1,7,43,52,9,17%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,6TH,0,4,1,13,37,55,18,33%
1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,SCHOOL TOTAL,2,13,8,88,322,433,111,26%
1420,JEFFERSON COUNTY R-1,4798,JOHNSON INTERVENTION,7TH,0,0,0,3,1,4,3,75%
1420,JEFFERSON COUNTY R-1,4798,JOHNSON INTERVENTION,8TH,0,0,0,1,7,8,1,13%
1420,JEFFERSON COUNTY R-1,4798,JOHNSON INTERVENTION,9TH,1,0,0,8,7,16,9,56%
1420,JEFFERSON COUNTY R-1,4798,JOHNSON INTERVENTION,10TH,1,0,0,5,11,17,6,35%
1420,JEFFERSON COUNTY R-1,4798,JOHNSON INTERVENTION,SCHOOL TOTAL,2,0,0,17,26,45,19,42%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,KINDERGARTEN,1,0,0,11,35,47,12,26%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,1ST,1,0,1,16,23,41,18,44%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,2ND,0,1,0,14,26,41,15,37%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,3RD,0,0,0,12,30,42,12,29%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,4TH,3,0,4,13,18,38,20,53%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,5TH,1,0,1,15,20,37,17,46%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,6TH,1,0,1,6,24,32,8,25%
1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,SCHOOL TOTAL,7,1,7,87,176,278,102,37%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,HALF DAY K,0,3,0,0,12,15,3,20%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,KINDERGARTEN,0,4,0,1,47,52,5,10%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,1ST,0,6,0,3,82,91,9,10%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,2ND,0,6,0,2,74,82,8,10%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,3RD,0,7,0,3,65,75,10,13%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,4TH,0,5,0,5,93,103,10,10%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,5TH,0,7,1,6,71,85,14,16%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,6TH,1,6,4,6,66,83,17,20%
1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,SCHOOL TOTAL,1,44,5,26,510,586,76,13%
1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,9TH,8,38,9,149,360,564,204,36%
1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,10TH,13,26,15,107,367,528,161,30%
1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,11TH,15,26,14,100,321,476,155,33%
1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,12TH,3,28,9,65,293,398,105,26%
1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,SCHOOL TOTAL,39,118,47,421,1341,1966,625,32%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,KINDERGARTEN,2,4,2,44,27,79,52,66%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,1ST,3,12,2,44,21,82,61,74%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,2ND,1,7,2,56,27,93,66,71%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,3RD,4,8,1,63,19,95,76,80%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,4TH,2,7,1,50,16,76,60,79%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,5TH,0,8,4,62,25,99,74,75%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,6TH,2,9,6,75,30,122,92,75%
1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,SCHOOL TOTAL,14,55,18,394,165,646,481,74%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,PK,0,1,1,7,20,29,9,31%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,KINDERGARTEN,1,2,4,13,31,51,20,39%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,1ST,1,3,0,14,39,57,18,32%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,2ND,2,4,2,13,28,49,21,43%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,3RD,0,2,2,15,47,66,19,29%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,4TH,6,3,2,12,37,60,23,38%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,5TH,2,2,4,10,24,42,18,43%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,6TH,6,2,2,15,36,61,25,41%
1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,SCHOOL TOTAL,18,19,17,99,262,415,153,37%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,PK,0,6,0,8,49,63,14,22%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,HALF DAY K,1,2,0,5,32,40,8,20%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,KINDERGARTEN,0,2,2,2,17,23,6,26%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,1ST,1,1,3,8,42,55,13,24%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,2ND,0,3,2,5,41,51,10,20%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,3RD,0,4,3,9,34,50,16,32%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,4TH,0,4,2,6,44,56,12,21%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,5TH,0,1,1,11,38,51,13,25%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,6TH,0,2,2,12,40,56,16,29%
1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,SCHOOL TOTAL,2,25,15,66,337,445,108,24%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,HALF DAY K,0,4,1,4,32,41,9,22%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,KINDERGARTEN,0,2,0,3,15,20,5,25%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,1ST,0,2,3,8,45,58,13,22%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,2ND,0,3,1,5,49,58,9,16%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,3RD,1,4,3,10,40,58,18,31%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,4TH,0,0,1,7,48,56,8,14%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,5TH,0,3,0,8,47,58,11,19%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,6TH,2,3,2,9,41,57,16,28%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,7TH,0,1,1,6,41,49,8,16%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,8TH,0,3,0,5,29,37,8,22%
1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,SCHOOL TOTAL,3,25,12,65,387,492,105,21%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,KINDERGARTEN,0,2,1,11,46,60,14,23%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,1ST,0,3,4,11,30,48,18,38%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,2ND,1,0,0,13,47,61,14,23%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,3RD,0,2,2,10,42,56,14,25%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,4TH,1,3,1,12,29,46,17,37%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,5TH,2,2,5,15,39,63,24,38%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,6TH,0,4,4,14,25,47,22,47%
1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,SCHOOL TOTAL,4,16,17,86,258,381,123,32%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,HALF DAY K,1,1,1,4,23,30,7,23%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,KINDERGARTEN,1,2,0,3,13,19,6,32%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,1ST,1,4,1,2,65,73,8,11%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,2ND,0,3,1,4,54,62,8,13%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,3RD,0,1,2,10,64,77,13,17%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,4TH,0,2,3,9,58,72,14,19%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,5TH,1,1,2,10,50,64,14,22%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,6TH,1,2,2,2,63,70,7,10%
1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,SCHOOL TOTAL,5,16,12,44,390,467,77,16%
1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,KINDERGARTEN,1,0,7,55,18,81,63,78%
1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,1ST,2,0,2,65,18,87,69,79%
1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,2ND,4,0,4,57,15,80,65,81%
1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,3RD,0,0,3,58,9,70,61,87%
